gene_id,transcript_id,length
ANAPC1P1,NR_037931.2,51192
ANAPC1P2,NR_026846.1,45739
ANAPC1P4,NR_160651.1,38267
ANAPC1P6,NR_157576.1,6794
ANAPC2,NM_013366.4,13777
ANAPC4,NM_013367.3,41236
ANAPC5,NM_001137559.1,45965
ANAPC7,NM_001385209.1,30809
ANG,NM_001145.4,10010
ANGEL1,NM_001370747.1,26874
ANGEL2,NM_001300757.2,23686
ANGPT1,NM_001146.5,248437
ANGPT2,NM_001147.3,63614
ANGPT4,NM_015985.4,46435
ANGPTL1,NM_004673.4,21543
ANGPTL2,NM_012098.3,35288
ANGPTL3,NM_014495.4,8794
ANGPTL4,NM_001039667.3,10216
ANGPTL5,NM_178127.5,25849
ANGPTL6,NM_001387348.1,13853
ANGPTL7,NM_021146.4,6627
ANGPTL8,NM_018687.7,2325
ANHX,XM_006719743.5,17566
ANK1,NM_001142446.2,243517
ANK2,NM_001386187.2,678115
ANK2-AS1,XR_007058232.1,15431
ANK3,NM_001204403.2,707231
ANK3-DT,NR_184155.1,8284
ANKAR,XM_011510676.3,88390
ANKDD1A,NM_182703.6,46790
ANKDD1B,XM_011543623.3,60394
ANKEF1,NM_198798.3,23317
ANKFN1,XM_047435502.1,470940
ANKFY1,XM_047436221.1,100159
ANKH,NM_054027.6,166979
ANKHD1,NM_017747.3,138017
ANKHD1-DT,NR_186044.1,30506
ANKHD1-EIF4EBP3,NM_020690.6,147744
ANKIB1,NM_019004.2,155410
ANKK1,NM_178510.2,12638
ANKLE1,NM_001278443.2,5746
ANKLE2,NM_015114.3,36330
ANKMY1,NM_001393464.1,92433
ANKMY2,NM_020319.3,45976
ANKRA2,XM_005248560.4,13450
ANKRD1,NM_014391.3,8992
ANKRD10,XM_024449380.2,36530
ANKRD11,NM_001256182.2,222932
ANKRD12,XM_005258096.4,149205
ANKRD13A,XM_005253984.2,40551
ANKRD13B,NM_152345.5,21630
ANKRD13C,NM_030816.5,95724
ANKRD13C-DT,NR_168348.1,13213
ANKRD13D,NM_207354.3,13182
ANKRD16,NM_019046.3,28278
ANKRD17,NM_032217.5,185423
ANKRD17-DT,NR_187399.1,99858
ANKRD18A,XM_024447483.2,54446
ANKRD18B,NM_001353432.2,51192
ANKRD18CP,NR_136286.1,82850
ANKRD18DP,NR_003291.2,23163
ANKRD19P,NR_026868.1,28847
ANKRD2,NM_001291218.2,11444
ANKRD20A1,NM_032250.5,43464
ANKRD20A11P,NR_027270.1,36676
ANKRD20A12P,NR_046228.1,16185
ANKRD20A19P,NR_073430.1,42032
ANKRD20A21P,XR_002958558.2,42705
ANKRD20A2P,XR_004837499.2,59024
ANKRD20A3P,XR_001746295.3,59239
ANKRD20A4-ANKRD20A20P,NR_146419.1,99849
ANKRD20A5P,NR_040113.1,47954
ANKRD20A8P,NR_003366.2,96148
ANKRD20A9P,NR_138091.1,60825
ANKRD22,NM_144590.3,31949
ANKRD23,NM_144994.8,6110
ANKRD24,NM_001393555.1,42126
ANKRD26,XM_017015928.2,152913
ANKRD26P1,NR_026556.1,99761
ANKRD26P3,NR_027248.3,82174
ANKRD27,NM_032139.3,78175
ANKRD28,XM_024453418.2,192579
ANKRD29,NM_173505.4,63986
ANKRD30A,XR_007062015.1,140297
ANKRD30B,XR_007066151.1,192964
ANKRD30BL,NR_152415.2,110443
ANKRD30BP2,NR_026916.1,80086
ANKRD30BP3,NR_033891.1,31380
ANKRD31,XM_024446011.2,168582
ANKRD33,NM_001304460.2,3625
ANKRD33B,NM_001164440.2,93747
ANKRD34A,NM_001039888.4,5135
ANKRD34B,NM_001004441.3,13526
ANKRD34C,NM_001146341.2,15518
ANKRD34C-AS1,NR_038997.1,92239
ANKRD35,NM_144698.5,19303
ANKRD36,XM_047444238.1,151369
ANKRD36B,XM_005263995.6,97215
ANKRD36BP1,NR_026844.1,1866
ANKRD36BP2,NR_015424.1,40695
ANKRD36C,NM_001310154.3,142893
ANKRD37,XM_017008176.2,3883
ANKRD39,NM_016466.6,10027
ANKRD40,NM_052855.4,14717
ANKRD40CL,NM_001411123.1,6489
ANKRD42,NM_001300973.2,62388
ANKRD42-DT,NR_149009.1,9179
ANKRD44,XM_005246948.3,343767
ANKRD44-AS1,NR_135584.1,1283
ANKRD44-DT,XR_007087885.1,7815
ANKRD44-IT1,NR_046837.1,51662
ANKRD45,XM_017001123.2,106843
ANKRD46,NM_001270379.2,50008
ANKRD49,NM_017704.3,5595
ANKRD50,XM_017008471.2,48685
ANKRD52,NM_173595.4,20578
ANKRD53,NM_001369683.1,7055
ANKRD54,XM_047441138.1,18487
ANKRD55,NM_024669.3,133651
ANKRD6,XM_047418415.1,200683
ANKRD60,NM_001304369.2,12528
ANKRD61,NM_001271700.2,5177
ANKRD62,XR_001753188.2,87842
ANKRD62P1-PARP4P3,NR_040115.1,21833
ANKRD63,NM_001190479.3,4693
ANKRD65,NM_001375659.1,2857
ANKRD65-AS1,NR_187360.1,3122
ANKRD66,NM_001162435.3,12574
ANKRD7,NM_019644.4,18029
ANKRD9,NM_001348651.2,8010
ANKS1A,XM_011514431.4,208736
ANKS1B,XM_006719507.5,1250151
ANKS3,NM_133450.4,37761
ANKS4B,NM_145865.3,20152
ANKS6,NM_173551.5,64547
ANKUB1,NM_001144960.3,31455
ANKZF1,NM_001282792.2,6874
ANLN,NM_001284302.3,63930
ANO1,XM_047427185.1,223534
ANO10,NM_001346468.2,325747
ANO2,NM_001278597.3,383578
ANO3,NM_001313726.2,474482
ANO3-AS1,NR_132968.1,2423
ANO4,XM_047428306.1,411381
ANO5,XM_047426522.1,90885
ANO6,NM_001142679.2,224310
ANO7,XM_017004229.2,51632
ANO7L1,XR_007069393.1,11178
ANO8,NM_020959.3,11633
ANO9,NM_001347882.2,24074
ANOS1,NM_000216.4,203264
ANP32A,NM_006305.4,42361
ANP32A-IT1,NR_026808.1,3281
ANP32AP1,NR_003144.2,1048
ANP32B,NM_006401.3,32603
ANP32D,NM_012404.3,1064
ANP32E,XM_005245513.5,17696
ANPEP,NM_001381923.1,29958
ANTKMT,NM_001271285.2,1445
ANTXR1,NM_032208.3,236149
ANTXR2,NM_001286780.2,172327
ANTXRL,XM_047424705.1,44038
ANTXRLP1,NR_103827.1,50584
ANXA1,NM_000700.3,18529
ANXA10,NM_007193.5,95200
ANXA11,NM_001278407.2,54920
ANXA13,NM_001003954.3,56600
ANXA2,NM_001002858.3,50836
ANXA2P1,NR_001562.2,1343
ANXA2P2,NR_003573.1,1310
ANXA2P3,NR_001446.2,1350
ANXA2R,NM_001382352.1,3877
ANXA2R-AS1,NR_015447.1,3135
ANXA2R-OT1,NR_104651.1,52711
ANXA3,NM_005139.3,58678
ANXA4,NM_001320698.2,183305
ANXA5,NM_001154.4,29035
ANXA6,NM_001155.5,57074
ANXA7,NM_004034.4,38958
ANXA8,XM_006717951.4,523804
ANXA8L1,NM_001278923.2,16003
ANXA9,XM_047431989.1,18329
AOAH,XM_011515335.3,211554
AOAH-IT1,NR_046764.1,2287
AOC1,XM_047420128.1,9385
AOC2,NM_001158.5,6128
AOC3,NM_001277731.2,6926
AOC4P,NR_002773.1,2073
AOPEP,XM_011519121.4,423526
AOX1,XR_007073113.1,96228
AOX3P-AOX2P,NR_135012.1,99193
AP1AR,NM_001128426.3,41324
AP1AR-DT,NR_186684.1,2590
AP1B1,NM_001127.4,60891
AP1B1P1,NR_040114.1,11493
AP1G1,NM_001030007.2,79835
AP1G2,XM_047431854.1,8225
AP1G2-AS1,NR_110555.1,6980
AP1M1,NM_032493.4,47996
AP1M2,XM_047438018.1,14642
AP1S1,NM_001283.5,6801
AP1S2,NM_001272071.2,29008
AP1S3,NM_001039569.2,82257
AP2A1,NM_130787.3,40114
AP2A2,NM_012305.4,86371
AP2B1,NM_001282.3,139092
AP2M1,NM_001025205.2,9237
AP2S1,XM_011526423.3,12680
AP3B1,NM_001271769.2,294177
AP3B2,NM_001278512.2,50595
AP3D1,XM_047439597.1,63629
AP3M1,NM_001320264.2,30574
AP3M2,NM_006803.4,18121
AP3S1,NM_001318090.2,72147
AP3S2,NM_005829.5,63396
AP4B1,XM_047438847.1,10835
AP4B1-AS1,NR_125965.1,88626
AP4E1,XM_005254264.5,98404
AP4M1,XM_047421026.1,8246
AP4S1,NM_001254729.2,71345
AP5B1,NM_138368.5,7079
AP5M1,NM_018229.4,29772
AP5S1,NM_001204447.2,8292
AP5Z1,NM_001364858.1,18775
APAF1,NM_001160.3,90144
APBA1,XM_011518617.3,245482
APBA2,XM_054331783.1,232923
APBA3,XM_006722950.5,10921
APBB1,NM_145689.3,24329
APBB1IP,XM_011519514.3,129463
APBB2,XM_047450160.1,404516
APBB3,NM_006051.4,6331
APC,NM_001407453.1,138742
APC2,XM_006722607.3,27015
APCDD1,NM_153000.5,35315
APCDD1L,NM_001304787.2,56299
APCDD1L-DT,NR_034147.1,104514
APCS,NM_001639.4,1040
APEH,XM_017006285.2,10855
APELA,XM_017007623.2,21830
APEX1,NM_080648.3,2542
APEX2,NM_001271748.2,8695
APH1A,NM_016022.4,3613
APH1B,NM_001145646.2,31522
API5,NM_001142931.2,32534
APIP,XM_017017875.3,34085
APLF,NM_173545.3,112578
APLN,NM_017413.5,9698
APLNR,NM_005161.6,3660
APLP1,XM_017026738.3,11219
APLP2,NM_001382542.1,74912
APMAP,NM_020531.3,29827
APOA1,NM_001425090.1,1872
APOA1-AS,NR_126362.1,19613
APOA2,NM_001643.2,1337
APOA4,NM_000482.4,2605
APOA5,NM_052968.5,3054
APOB,NM_000384.3,42645
APOBEC1,NM_001304566.1,21200
APOBEC2,NM_006789.4,11690
APOBEC3A,NM_001270406.2,5576
APOBEC3A_B,XM_054329618.1,10118
APOBEC3B,NM_001270411.2,10433
APOBEC3B-AS1,NR_104187.1,6662
APOBEC3C,NM_014508.3,6096
APOBEC3D,NM_152426.4,12151
APOBEC3F,NM_145298.6,15109
APOBEC3G,NM_001349436.1,10739
APOBEC3H,NM_001166002.3,6824
APOBEC4,NM_203454.3,7042
APOBR,NM_018690.4,4322
APOC1,NM_001321065.2,5022
APOC1P1,NR_028414.1,4584
APOC2,NM_000483.5,3515
APOC3,NM_000040.3,3166
APOC4,NM_001646.3,3260
APOC4-APOC2,NR_037932.1,7328
APOD,NM_001647.4,15236
APOE,NM_000041.4,3598
APOF,NM_001638.4,2290
APOH,NM_000042.3,17383
APOL1,NM_001136541.2,14393
APOL2,XM_047441285.1,13746
APOL3,NM_145641.3,25849
APOL4,XM_047441504.1,15706
APOL5,XM_017028945.3,21060
APOL6,NM_030641.4,19959
APOLD1,NM_001130415.2,65550
APOM,NM_001256169.2,5807
APOO,NM_024122.5,74586
APOOL,NM_198450.6,89439
APOOP5,NR_028471.1,1060
APP,NM_001136131.3,290579
APP-DT,NR_186395.1,46518
APPAT,NR_130704.1,7863
APPBP2,NM_006380.5,83085
APPL1,NM_012096.3,45743
APPL2,XM_017019551.3,62875
APRG1,NR_171173.1,37290
APRT,NM_000485.3,2590
APTR,NR_134253.1,38606
APTX,NM_001368999.1,52505
AQP1,NM_001329872.2,13664
AQP10,XM_047433547.1,4233
AQP11,NM_001363477.2,20404
AQP12A,NM_198998.3,6618
AQP12B,XM_047445561.1,7392
AQP2,NM_000486.6,8142
AQP3,NM_004925.5,6434
AQP4,NM_001364287.1,13766
AQP4-AS1,NR_026908.1,70639
AQP5,NM_001651.4,3811
AQP5-AS1,NR_110591.1,11272
AQP6,NM_001652.4,4193
AQP7,NM_001376191.1,19378
AQP7B,XM_005276965.6,17318
AQP7P1,NR_002817.2,19278
AQP7P3,NR_026558.1,34987
AQP8,NM_001169.3,11986
AQP9,NM_001320636.1,47743
AQR,NM_014691.3,117961
AR,NM_000044.6,186599
ARAF,NM_001654.5,10704
ARAP1,NM_001040118.3,67340
ARAP1-AS2,NR_146780.1,5134
ARAP2,XR_007096349.1,239381
ARAP3,NM_022481.6,28829
ARB2A,XM_005272106.5,493975
ARB2BP,NR_036433.2,5021
ARC,NM_001412852.1,3431
ARCN1,NM_001425080.1,30625
AREG,NM_001657.4,9870
AREL1,XM_011537415.3,51825
ARF1,NM_001658.4,16505
ARF3,NM_001412915.1,21765
ARF4,NM_001660.4,25982
ARF4-AS1,NR_132370.1,3128
ARF5,NM_001662.4,3290
ARF6,NM_001663.4,3973
ARFGAP1,NM_001281483.2,16978
ARFGAP2,XM_005253166.3,12579
ARFGAP3,NM_014570.5,60772
ARFGEF1,NM_001413187.1,170271
ARFGEF1-DT,NR_136224.1,148035
ARFGEF2,XM_047439832.1,114983
ARFGEF3,NM_020340.5,182725
ARFIP1,NM_014447.4,132404
ARFIP2,NM_001242854.3,4813
ARFRP1,XM_011528483.2,9330
ARG1,NM_001369020.1,11104
ARG2,NM_001172.4,31789
ARGFX,NM_001012659.2,22674
ARGFXP2,NR_002222.1,1215
ARGLU1,NM_018011.4,26465
ARGLU1-DT,NR_051977.1,13849
ARHGAP1,NM_004308.5,23540
ARHGAP10,XM_005263215.4,340689
ARHGAP11A,NM_001286479.3,24803
ARHGAP11A-DT,NR_135833.1,28655
ARHGAP11A-SCG5,NM_001368319.1,81681
ARHGAP11B,NR_148423.2,23692
ARHGAP11B-DT,NR_157593.1,34590
ARHGAP12,NM_001270695.1,123479
ARHGAP15,XM_017004500.3,638934
ARHGAP15-AS1,XR_007087251.1,135343
ARHGAP17,XM_011545875.3,95981
ARHGAP18,NM_033515.3,134046
ARHGAP19,NM_032900.6,70459
ARHGAP19-SLIT1,NR_037909.1,139632
ARHGAP20,NM_001258416.2,136147
ARHGAP21,XM_011519602.3,140274
ARHGAP22,XM_011540013.4,226435
ARHGAP22-IT1,NR_146782.1,1738
ARHGAP23,XM_006721991.2,93111
ARHGAP24,NM_001025616.3,527517
ARHGAP25,XM_011533207.4,116290
ARHGAP26,XM_005268402.5,458635
ARHGAP26-AS1,NR_046680.1,9307
ARHGAP26-IT1,NR_046816.1,1667
ARHGAP27,XM_054330088.1,38965
ARHGAP27P1,NR_027487.2,3366
ARHGAP27P1-BPTFP1-KPNA2P3,NR_026899.1,32338
ARHGAP27P2,NR_027283.1,1643
ARHGAP28,XM_005258146.3,186001
ARHGAP28-AS1,NR_134645.1,936
ARHGAP29,XM_047434754.1,145688
ARHGAP29-AS1,XR_001738151.3,86939
ARHGAP30,NM_001025598.2,22946
ARHGAP31,XM_006713714.4,126332
ARHGAP31-AS1,NR_046748.1,8468
ARHGAP32,XM_047427927.1,314573
ARHGAP33,NM_001172630.2,13259
ARHGAP35,NM_004491.5,144081
ARHGAP36,NM_001282607.2,31540
ARHGAP39,XM_011517308.2,171184
ARHGAP4,NM_001164741.2,18887
ARHGAP40,NM_001164431.3,48845
ARHGAP42,NM_152432.4,306654
ARHGAP42-AS1,NR_133571.1,3795
ARHGAP44,NM_001321168.2,202146
ARHGAP44-AS1,NR_104607.1,30151
ARHGAP45,NM_001258328.4,20670
ARHGAP5,NM_001173.3,82425
ARHGAP5-AS1,NR_027263.1,1281
ARHGAP6,NM_013427.3,528377
ARHGAP8,NM_001198726.2,110210
ARHGAP9,NM_001319850.2,16556
ARHGDIA,NM_001301243.2,3617
ARHGDIB,NM_001321420.2,19571
ARHGDIG,NM_001176.4,2420
ARHGEF1,NM_001396002.1,46958
ARHGEF10,XM_047422457.1,135342
ARHGEF10L,XM_024448061.2,184441
ARHGEF11,NM_001377418.1,112064
ARHGEF12,XM_047426668.1,153525
ARHGEF15,XM_047435631.1,12271
ARHGEF16,NM_014448.4,26449
ARHGEF17,NM_014786.4,61113
ARHGEF17-AS1,NR_147696.1,1851
ARHGEF18,XM_011527836.3,124395
ARHGEF18-AS1,NR_186325.1,6920
ARHGEF19,XM_011540706.4,14799
ARHGEF2,NM_001350112.2,32764
ARHGEF2-AS1,XR_001738248.2,10414
ARHGEF2-AS2,NR_183459.1,4350
ARHGEF25,NM_001111270.3,7130
ARHGEF26,NM_001251962.2,140000
ARHGEF26-AS1,NR_037901.1,96810
ARHGEF28,NM_001388076.1,315795
ARHGEF3,NM_001377408.1,351849
ARHGEF3-AS1,NR_046572.1,20815
ARHGEF33,NM_001145451.5,85580
ARHGEF34P,NR_033942.1,27008
ARHGEF35,NM_001368318.1,9797
ARHGEF35-AS1,NR_126022.1,104312
ARHGEF37,XM_047417170.1,83344
ARHGEF38,XR_938750.4,129947
ARHGEF38-IT1,NR_046840.1,8648
ARHGEF39,NM_032818.3,5853
ARHGEF4,NM_001375900.1,210340
ARHGEF4-AS1,NR_186036.1,6022
ARHGEF40,XM_017021434.3,28985
ARHGEF5,NM_005435.4,25231
ARHGEF6,XM_017029975.3,115383
ARHGEF7,NM_001354048.1,191116
ARHGEF7-AS1,NR_046516.1,4261
ARHGEF7-AS2,NR_046667.1,1867
ARHGEF9,NM_001330495.2,150248
ARHGEF9-IT1,NR_138419.1,1307
ARID1A,NM_139135.4,86090
ARID1B,NM_001371656.1,434754
ARID2,NM_152641.4,178332
ARID3A,XM_017026445.2,50208
ARID3B,NM_006465.4,56912
ARID3C,XM_047422781.1,11646
ARID4A,NM_023001.3,75322
ARID4B,NM_016374.6,161278
ARID5A,XM_017003183.2,15887
ARID5B,NM_032199.3,195246
ARIH1,NM_005744.5,128658
ARIH2,NM_001317334.2,67541
ARIH2OS,NR_161301.1,1598
ARK2C,XM_011526016.4,129123
ARK2N,XM_017025555.2,93440
ARL1,NM_001301068.1,14701
ARL10,XM_011534529.4,49577
ARL11,NM_138450.6,5366
ARL13A,NM_001162491.2,21124
ARL13B,XM_047447661.1,75524
ARL14,NM_025047.3,1289
ARL14EP,NM_152316.3,15120
ARL14EP-DT,NR_187432.1,279977
ARL14EPL,NM_001385024.1,27018
ARL15,XM_011543499.3,426632
ARL16,NM_001329608.2,2611
ARL17A,XM_054330125.1,122816
ARL17B,NM_001103154.2,87604
ARL2,NM_001199745.2,8025
ARL2-SNX15,NR_037650.2,26413
ARL2BP,NM_012106.4,8377
ARL3,NM_004311.4,40667
ARL4A,NM_212460.4,4056
ARL4AP5,XM_047419643.1,1108
ARL4C,NM_001282431.2,4041
ARL4D,NM_001661.4,2145
ARL5A,NM_012097.4,29625
ARL5B,XM_005252400.2,22209
ARL5C,XM_047435964.1,9430
ARL6,XM_047449062.1,36722
ARL6IP1,NM_015161.3,9881
ARL6IP4,NM_001400284.1,2677
ARL6IP5,NM_006407.4,21156
ARL6IP6,NR_146422.2,44738
ARL8A,NM_138795.4,11334
ARL8B,NM_018184.3,58620
ARL9,XM_047449613.1,19245
ARLNC1,NR_131947.1,63862
ARMC1,NM_018120.6,31720
ARMC10,NM_001161013.3,24620
ARMC12,XM_047418346.1,17556
ARMC2,XM_047419396.1,204619
ARMC2-AS1,NR_104137.1,15964
ARMC3,NM_001282747.2,110471
ARMC5,NM_001288767.2,8862
ARMC6,NM_033415.4,24574
ARMC7,NM_001304271.2,20304
ARMC8,XM_006713566.5,111142
ARMC9,NM_001352754.2,178218
ARMCX1,NM_016608.2,4154
ARMCX2,XM_047442682.1,4570
ARMCX3,NM_177947.3,4693
ARMCX4,NR_028407.3,117711
ARMCX5,NM_001168485.2,4954
ARMCX5-GPRASP2,NR_146584.3,308550
ARMCX6,NM_001184768.2,2876
ARMH1,XM_047419380.1,50878
ARMH2,NM_001282492.2,1583
ARMH3,XM_011540151.4,210575
ARMH4,NM_001001872.4,151453
ARMS2,NM_001099667.3,2700
ARMT1,NM_001286562.2,17636
ARNT,XM_011509543.4,66887
ARNT2,NM_014862.4,193552
ARNT2-DT,NR_184069.1,59344
ARPC1A,NM_001190996.2,40365
ARPC1B,XM_024446628.2,20558
ARPC2,XM_017003113.2,37160
ARPC3,NM_001278556.2,15515
ARPC4,NM_001024960.3,14584
ARPC4-TTLL3,NM_001198793.1,43809
ARPC5,NM_001270439.2,14938
ARPC5L,NM_030978.3,15604
ARPIN,NM_182616.4,17947
ARPIN-AP3S2,NM_001199058.2,82354
ARPP19,NM_001306191.2,22402
ARPP21,NM_001385488.1,155634
ARPP21-AS1,NR_046679.1,1765
ARR3,NM_004312.3,13507
ARRB1,XM_017017752.3,91540
ARRB2,NM_001330064.2,10866
ARRDC1,NM_152285.4,9675
ARRDC1-AS1,NR_122035.1,3564
ARRDC2,NM_001025604.3,12979
ARRDC3,NM_020801.4,14687
ARRDC3-AS1,NR_027435.1,40369
ARRDC4,NM_183376.3,13131
ARRDC5,XM_047439220.1,26384
ARSA,NM_000487.6,5399
ARSB,XM_011543390.2,208750
ARSD,XM_005274515.3,25368
ARSD-AS1,NR_144459.1,1219
ARSF,NM_001201538.2,72494
ARSG,XM_047435647.1,192850
ARSH,NM_001011719.2,27566
ARSI,NM_001012301.4,6563
ARSJ,NM_001354211.2,79364
ARSK,NM_198150.3,50002
ARSL,XM_047442110.1,33725
ART1,NM_004314.3,19289
ART3,NM_001377183.1,101597
ART4,NM_021071.4,17958
ART5,XM_011519879.4,3868
ARTN,NM_001136215.2,3440
ARV1,NM_022786.3,21640
ARVCF,XM_006724243.4,51690
ARX,NM_139058.3,12272
AS-PTPRE,NR_136149.1,4694
AS3MT,NM_020682.4,32430
ASAH1,NM_001127505.3,28970
ASAH1-AS1,NR_125429.1,12784
ASAH2,NM_019893.4,66656
ASAH2B,NM_001321957.2,19320
ASAP1,XM_047421799.1,391571
ASAP1-IT1,NR_002765.2,1179
ASAP1-IT2,NR_045385.1,2031
ASAP2,XM_047446223.1,198867
ASAP3,XM_017001687.1,56069
ASB1,NM_001330196.2,25324
ASB10,NM_080871.4,12095
ASB11,NM_080873.3,33944
ASB12,NM_130388.4,6414
ASB13,NM_024701.4,27729
ASB14,NM_001142733.3,24344
ASB15,XM_011515819.3,72474
ASB15-AS1,NR_111922.1,10797
ASB16,NM_080863.5,8381
ASB16-AS1,NR_049729.1,10745
ASB17,NM_080868.3,13532
ASB18,NM_212556.4,70948
ASB2,XM_005267758.4,42405
ASB3,NM_001201965.2,116974
ASB4,XM_047420471.1,69578
ASB5,XM_005262759.2,63852
ASB6,NM_017873.4,7547
ASB7,NM_198243.3,49113
ASB8,NM_001319296.2,9727
ASB9,NM_001168531.2,26481
ASB9P1,NR_033769.1,1625
ASCC1,NM_001369085.1,121103
ASCC2,XM_011530444.3,49664
ASCC3,XM_011535394.4,373136
ASCL1,NM_004316.4,2840
ASCL2,NM_005170.3,2091
ASCL3,NM_020646.3,5439
ASCL4,NM_203436.3,1941
ASCL5,NM_001270601.2,13242
ASDURF,NM_001353494.2,4943
ASF1A,NM_014034.3,15020
ASF1B,NM_018154.3,17078
ASGR1,XM_011523861.3,5940
ASGR2,XM_047436090.1,13825
ASH1L,XM_017001785.2,227935
ASH1L-AS1,NR_147964.1,1903
ASH2L,NM_001282272.1,34588
ASIC1,XM_011538352.2,26027
ASIC2,NM_001094.5,1143682
ASIC3,NM_020322.3,4465
ASIC4,XM_047444917.1,26940
ASIC4-AS1,XR_923921.2,35355
ASIC5,NM_017419.3,36549
ASIP,XM_011528821.1,82852
ASL,NM_000048.4,17758
ASMER1,NR_146322.1,101831
ASMER2,XR_001755849.2,13070
ASMT,NM_001416525.1,28023
ASMTL,NM_001173473.2,50618
ASMTL-AS1,NR_026711.1,14891
ASNS,NM_001352496.2,76765
ASNSD1,NM_001353497.2,9373
ASNSP1,NR_146077.1,38431
ASPA,XM_017024661.2,29296
ASPDH,XM_047439061.1,3499
ASPG,NM_001080464.3,29883
ASPH,XM_017013419.2,214037
ASPHD1,XR_007064864.1,19377
ASPHD2,NM_020437.5,15756
ASPM,NM_018136.5,62543
ASPN,NM_017680.6,26302
ASPRV1,NR_170375.1,153557
ASPSCR1,NM_001330528.2,39778
ASRGL1,XM_011545265.4,63984
ASS1,NM_000050.4,56568
ASTE1,NM_014065.4,12951
ASTILCS,NR_187488.1,2754
ASTL,XM_011511205.3,15747
ASTN1,XM_017001341.3,307392
ASTN2,NM_001365068.1,991946
ASTN2-AS1,NR_033973.1,58011
ASXL1,XM_047439945.1,80989
ASXL2,NM_018263.6,144735
ASXL3,NM_030632.3,172977
ASZ1,NM_130768.3,64272
ATAD1,XM_047425908.1,89850
ATAD2,XM_047421722.1,96501
ATAD2B,XM_006712030.5,249155
ATAD3A,NM_001170535.3,22524
ATAD3B,XM_005244806.4,37702
ATAD3C,NM_001039211.3,20475
ATAD5,XM_047436781.1,63904
ATAT1,NM_001413067.1,19950
ATCAY,NM_033064.5,47398
ATE1,XM_005269459.4,188040
ATE1OSP,NR_120495.1,23654
ATF1,NM_001412969.1,57704
ATF2,NM_001256090.2,95945
ATF3,NM_001030287.4,55369
ATF4,NM_001675.4,2128
ATF5,NM_012068.6,5030
ATF6,NM_001410890.1,197751
ATF6-DT,NR_187280.1,2365
ATF6B,NM_004381.5,12983
ATF7,NR_073163.2,118527
ATF7-NPFF,NM_001366559.1,119695
ATF7IP,NM_001286514.2,137249
ATF7IP2,NM_024997.5,97578
ATG10,XM_005248612.4,284111
ATG101,XM_024449120.2,12196
ATG12,NM_004707.4,13366
ATG13,NM_001205122.2,56966
ATG14,NM_014924.5,45440
ATG16L1,NM_001190266.2,43997
ATG16L2,XM_047427840.1,29330
ATG2A,XM_011544863.3,22664
ATG2B,NM_018036.7,84147
ATG3,NM_001278712.2,29453
ATG4A,XM_047441802.1,65843
ATG4B,XM_047443739.1,36165
ATG4C,NM_178221.3,81385
ATG4D,XM_006722927.2,9515
ATG5,NM_004849.4,141285
ATG7,XR_007095623.1,303957
ATG9A,NM_001077198.3,10257
ATG9B,NR_133652.1,12291
ATIC,XM_047444489.1,56534
ATL1,NM_001127713.1,99987
ATL2,NM_001330462.1,84628
ATL3,XM_047426725.1,47888
ATM,XM_011542842.4,146036
ATMIN,NM_015251.3,11509
ATN1,NM_001424182.1,17863
ATOH1,NM_005172.2,2212
ATOH7,NM_145178.4,1519
ATOH8,NM_032827.7,37393
ATOSA,NM_001385014.1,128495
ATOSB,XM_005251591.2,12264
ATOX1,NM_004045.4,15810
ATOX1-AS1,XR_007059008.1,5281
ATP10A,XM_011521828.3,191091
ATP10A-DT,NR_183988.1,11941
ATP10B,XM_047416994.1,366241
ATP10D,NM_020453.4,108212
ATP11A,NM_001405662.1,197131
ATP11A-AS1,NR_046661.1,9283
ATP11AUN,NR_164109.1,37454
ATP11B,NM_014616.3,128126
ATP11B-DT,NR_187316.1,10766
ATP11C,XM_047442018.1,210554
ATP12A,NM_001676.7,32065
ATP13A1,NM_020410.3,18479
ATP13A2,NM_022089.4,25977
ATP13A3,XM_047448909.1,91658
ATP13A3-DT,NR_033929.1,1406
ATP13A4,XM_047449063.1,194153
ATP13A4-AS1,NR_121666.1,2372
ATP13A5,NM_198505.4,103965
ATP13A5-AS1,NR_046758.1,7278
ATP1A1,NM_000701.8,31531
ATP1A1-AS1,NR_027646.1,25758
ATP1A2,NM_000702.4,27833
ATP1A3,NM_001256214.2,27649
ATP1A4,NM_144699.4,35378
ATP1B1,NM_001677.4,26030
ATP1B2,NM_001303263.2,11144
ATP1B3,NM_001679.4,49907
ATP1B4,NM_012069.5,21149
ATP23,XM_017020206.2,17582
ATP2A1,NM_173201.5,25979
ATP2A1-AS1,NR_046287.1,965
ATP2A2,NM_001413015.1,70478
ATP2A3,NM_174953.3,40565
ATP2B1,NM_001366520.1,121318
ATP2B1-AS1,NR_028138.1,2998
ATP2B2,XM_017006487.2,383985
ATP2B2-IT1,NR_046765.1,4121
ATP2B2-IT2,NR_046766.1,793
ATP2B3,NM_001388361.1,65288
ATP2B4,NM_001684.5,117250
ATP2C1,NM_001199182.2,166118
ATP2C2,NM_014861.4,95650
ATP2C2-AS1,NR_146503.1,8103
ATP4A,NM_000704.3,13628
ATP4B,NM_000705.4,9395
ATP5F1A,NM_001001937.2,23980
ATP5F1B,NM_001686.4,7810
ATP5F1C,XM_017016290.2,19625
