gene_id,transcript_id,length
ALG1L9P,NR_073386.1,19497
ALG2,NR_024532.2,5518
ALG3,NM_001006941.2,7197
ALG5,NM_013338.5,49603
ALG6,NM_013339.4,70927
ALG8,NR_189148.1,38681
ALG9,XR_001747968.3,103557
ALK,NM_004304.5,728813
ALKAL1,NM_207413.4,31394
ALKAL2,XM_047443982.1,8534
ALKBH1,NM_006020.3,35620
ALKBH2,XM_047428309.1,5284
ALKBH3,NM_139178.4,39444
ALKBH3-AS1,NR_038907.1,11656
ALKBH4,XM_005250464.4,8626
ALKBH5,NM_017758.4,26127
ALKBH6,NM_198867.1,5119
ALKBH7,NM_032306.4,2457
ALKBH8,NR_165422.1,63009
ALLC,XM_017004495.2,56853
ALMS1,NM_015120.4,224162
ALMS1-IT1,NR_046762.1,2380
ALMS1-IT1_1,NR_046762.1_1,2380
ALMS1P1,NR_003683.2,40654
ALMS1P1_1,NR_003683.2_1,40654
ALMS1_1,NM_015120.4_1,224165
ALOX12,NM_000697.3,14706
ALOX12-AS1,NR_040089.1,27212
ALOX12B,NM_001139.3,15081
ALOX12P2,NR_002710.2,46774
ALOX15,NM_001140.5,10760
ALOX15B,NM_001141.3,10076
ALOX15P1,NR_045985.1,3664
ALOX5,NM_001320862.2,71902
ALOX5AP,NM_001204406.2,50942
ALOX5_1,NM_001320862.2_1,71902
ALOXE3,NM_001165960.1,23017
ALPG,NM_031313.3,3871
ALPI,NM_001631.5,4601
ALPK1,NM_025144.4,145253
ALPK2,NM_052947.4,147845
ALPK3,NM_020778.5,56124
ALPL,NM_001369805.2,69427
ALPP,NM_001632.5,4139
ALS2,NM_001410975.1,80667
ALS2CL,NR_135622.2,24685
ALX1,NM_006982.3,21565
ALX3,NM_006492.3,10803
ALX4,NM_021926.4,49700
ALYREF,NR_158770.1,3753
AMACR,NM_203382.3,21886
AMBN,NM_016519.6,15033
AMBP,NM_001633.4,18174
AMBRA1,NM_001367470.1,197610
AMD1,NM_001287215.2,81097
AMDHD1,NM_152435.3,25390
AMDHD2,NM_015944.4,11047
AMELX,XM_017029404.3,14800
AMELY,NM_001143.2,45835
AMER1,NM_152424.4,20592
AMER2,XM_017020415.2,10610
AMER3,NM_001105193.2,12595
AMFR,NM_001144.6,64094
AMH,NM_000479.5,2751
AMHR2,XM_011538184.2,7818
AMIGO1,XM_011541812.3,5550
AMIGO2,XM_047428785.1,4253
AMIGO3,NM_198722.3,2856
AMMECR1,NM_001171689.2,246048
AMMECR1L,NM_001410954.1,24327
AMN,NM_001425246.1,8180
AMN1,NR_103523.1,58038
AMOT,NM_133265.5,65955
AMOTL1,XM_005273798.5,170289
AMOTL2,NM_001278683.1,20073
AMPD1,NM_001172626.2,22449
AMPD2,NM_001368809.2,12215
AMPD3,NM_001172431.2,57192
AMPH,XM_006715690.5,247670
AMT,NR_028435.2,5696
AMTN,NM_212557.4,14175
AMY1A,NM_001008221.1,9033
AMY1B,NM_001386925.1,9039
AMY1C,NM_001346780.1,9039
AMY2A,XM_047418085.1,9130
AMY2B,NM_020978.4,24891
AMZ1,XM_011515151.4,85617
AMZ2,NM_001346472.1,51036
AMZ2P1,NR_026903.1,9036
ANAPC1,XM_017004711.2,117963
ANAPC10,NM_001256708.2,103996
ANAPC11,NM_001289414.1,9744
ANAPC13,NM_001242374.1,8320
ANAPC15,NR_171687.1,6324
ANAPC16,NR_038392.2,19849
ANAPC1P1,NR_037931.2,51192
ANAPC1P2,NR_026846.1,45739
ANAPC1P4,NR_160651.1,38267
ANAPC1P6,NR_157576.1,6794
ANAPC2,NM_013366.4,13777
ANAPC4,NM_001286756.2,41236
ANAPC5,NM_001137559.1,45965
ANAPC7,NM_001385212.1,30809
ANG,NM_001145.4,10010
ANGEL1,NM_001370748.1,26874
ANGEL2,NR_125333.2,23686
ANGPT1,NM_001199859.3,248437
ANGPT2,NM_001386335.1,63614
ANGPT4,XM_011529239.4,46435
ANGPTL1,NM_001376763.1,21543
ANGPTL2,NM_012098.3,35288
ANGPTL3,NM_014495.4,8794
ANGPTL4,NR_104213.2,10216
ANGPTL5,XM_017017466.3,25849
ANGPTL6,NM_001387348.1,13853
ANGPTL7,NM_021146.4,6627
ANGPTL8,NM_018687.7,2325
ANHX,XM_011534822.4,17566
ANK1,NM_001142446.2,243517
ANK2,NM_001386186.2,678115
ANK2-AS1,XR_007058232.1,15431
ANK3,NM_001204403.2,707231
ANK3-DT,NR_184155.1,8284
ANKAR,XM_011510676.3,88390
ANKDD1A,NM_182703.6,46790
ANKDD1B,XM_017009814.2,60394
ANKEF1,XM_047440367.1,23317
ANKFN1,XM_047435502.1,470940
ANKFY1,NR_047571.3,100159
ANKH,NM_054027.6,166979
ANKHD1,NM_017747.3,138017
ANKHD1-DT,NR_186045.1,30506
ANKHD1-EIF4EBP3,NM_020690.6,147744
ANKIB1,NM_019004.2,155410
ANKK1,XM_017017475.2,12638
ANKLE1,NR_103530.2,5746
ANKLE2,XM_006719735.2,36330
ANKMY1,NM_001393464.1,92433
ANKMY2,NM_020319.3,45976
ANKRA2,NM_023039.5,13450
ANKRD1,NM_014391.3,8992
ANKRD10,NR_104587.2,36530
ANKRD11,NM_001256183.2,222932
ANKRD12,XM_005258093.5,149205
ANKRD13A,XM_005253984.2,40551
ANKRD13B,XM_047435326.1,21630
ANKRD13C,XM_047431282.1,95724
ANKRD13C-DT,NR_168350.1,13213
ANKRD13D,XM_047426873.1,13182
ANKRD16,NM_019046.3,28278
ANKRD17,XM_005265671.5,185423
ANKRD17-DT,NR_187399.1,99858
ANKRD18A,XM_024447483.2,54446
ANKRD18B,NM_001353432.2,51192
ANKRD18CP,NR_136286.1,82850
ANKRD18DP,NR_003291.2,23163
ANKRD18DP_1,NR_003291.2_1,23163
ANKRD19P,NR_026868.1,28847
ANKRD2,NM_001291218.2,11444
ANKRD20A1,NM_032250.5,43464
ANKRD20A11P,NR_027270.1,36676
ANKRD20A12P,NR_046228.1,16185
ANKRD20A12P_1,NR_046228.1_1,15904
ANKRD20A19P,NR_073430.1,42032
ANKRD20A21P,XR_002958558.2,42705
ANKRD20A2P,XR_007061496.1,59024
ANKRD20A3P,XR_001746296.3,59239
ANKRD20A4-ANKRD20A20P,NR_146419.1,99849
ANKRD20A5P,NR_040113.1,47954
ANKRD20A8P,NR_003366.2,96148
ANKRD20A9P,NR_138091.1,60825
ANKRD20A9P_1,NR_138091.1_1,60825
ANKRD22,NM_144590.3,31949
ANKRD23,NM_144994.8,6110
ANKRD24,XM_011527761.2,42126
ANKRD26,XM_017015929.2,152913
ANKRD26P1,NR_026556.1,99761
ANKRD26P3,NR_027248.3,82174
ANKRD27,NM_032139.3,78175
ANKRD28,XR_007095653.1,192579
ANKRD29,XM_017025561.2,63986
ANKRD30A,XR_007062015.1,140297
ANKRD30B,XR_007066151.1,192964
ANKRD30BL,NR_027020.3,110443
ANKRD30BP2,NR_026916.1,80086
ANKRD30BP3,NR_033891.1,31380
ANKRD31,NM_001164443.1,168582
ANKRD33,XM_047428783.1,3625
ANKRD33B,NM_001164440.2,93747
ANKRD34A,NM_001039888.4,5135
ANKRD34B,XM_047417142.1,13526
ANKRD34C,NM_001146341.2,15518
ANKRD34C-AS1,NR_038997.1,92239
ANKRD35,NM_001280799.2,19303
ANKRD36,XM_017004009.2,151369
ANKRD36B,XM_047445328.1,97215
ANKRD36BP1,NR_026844.1,1866
ANKRD36BP2,NR_015424.1,40695
ANKRD36B_1,XM_054332972.1,97215
ANKRD36C,NM_001310154.3,142893
ANKRD36_1,XM_054332920.1,151369
ANKRD37,XM_017008176.2,3883
ANKRD39,NM_016466.6,10027
ANKRD40,NM_052855.4,14717
ANKRD40CL,NM_001358683.3,6489
ANKRD42,NM_001300972.2,62388
ANKRD42-DT,NR_149009.1,9179
ANKRD44,XM_047446287.1,343767
ANKRD44-AS1,NR_135584.1,1283
ANKRD44-DT,XR_923750.3,7815
ANKRD44-IT1,NR_046837.1,51662
ANKRD45,XM_017001123.2,106843
ANKRD46,NM_001270379.2,50008
ANKRD49,XM_017017941.2,5595
ANKRD50,NM_001167882.2,48685
ANKRD52,NM_173595.4,20578
ANKRD53,XM_047445905.1,7055
ANKRD54,NM_001349853.2,18487
ANKRD55,NM_024669.3,133651
ANKRD6,XM_047418408.1,200683
ANKRD60,NM_001304369.2,12528
ANKRD61,NM_001271700.2,5177
ANKRD62,XR_001753188.2,87842
ANKRD62P1-PARP4P3,NR_040115.1,21833
ANKRD63,NM_001190479.3,4693
ANKRD65,NM_001243536.2,2857
ANKRD65-AS1,NR_187360.1,3122
ANKRD66,NM_001162435.3,12574
ANKRD7,NM_019644.4,18029
ANKRD9,NM_001348652.2,8010
ANKS1A,XM_011514431.4,208736
ANKS1B,XM_006719514.5,1250151
ANKS3,NR_040252.2,37761
ANKS4B,NM_145865.3,20152
ANKS4B_1,NM_145865.3_1,20152
ANKS6,NM_173551.5,64547
ANKUB1,NM_001315505.2,31455
ANKZF1,NM_001042410.2,6874
ANLN,XM_006715746.3,63930
ANO1,XM_047427185.1,223534
ANO10,NM_001346469.2,325747
ANO2,NM_001278597.3,383578
ANO3,NM_001313726.2,474482
ANO3-AS1,NR_132968.1,2423
ANO4,XM_011537912.3,411381
ANO4_1,NM_001286616.1_1,17043
ANO5,XM_005252822.5,90885
ANO6,NM_001142679.2,224310
ANO7,XM_011511267.3,51632
ANO7L1,XR_007065494.1,11025
ANO7L1_1,XR_007069393.1,11178
ANO8,XR_936199.4,11633
ANO9,NM_001012302.3,24074
ANOS1,NM_000216.4,203264
ANP32A,NM_006305.4,42361
ANP32A-IT1,NR_026808.1,3281
ANP32AP1,NR_003144.2,1048
ANP32B,NM_006401.3,32603
ANP32D,NM_012404.3,1064
ANP32E,NM_001136478.4,17696
ANPEP,NM_001150.3,29958
ANTKMT,NM_023933.3,1445
ANTXR1,NM_032208.3,236149
ANTXR2,NM_001286780.2,172327
ANTXRL,XM_047424705.1,44038
ANTXRLP1,NR_103828.1,50584
ANXA1,XM_017014657.2,18529
ANXA10,XM_011531571.3,95200
ANXA11,NM_001278407.2,54920
ANXA13,NM_004306.4,56600
ANXA2,NM_004039.3,50836
ANXA2P1,NR_001562.2,1343
ANXA2P2,NR_003573.1,1310
ANXA2P3,NR_001446.2,1350
ANXA2R,NM_001382352.1,3877
ANXA2R-AS1,NR_015447.1,3135
ANXA2R-OT1,NR_104651.1,52711
ANXA3,NM_005139.3,58678
ANXA4,XM_047444083.1,183305
ANXA5,NM_001154.4,29035
ANXA6,NM_001363114.2,57074
ANXA7,NM_001320879.2,38958
ANXA8,XM_006717951.4,523804
ANXA8L1,NM_001278924.2,16003
ANXA8_1,XR_007069154.1,63693
ANXA9,XM_047431989.1,18329
AOAH,NM_001177507.2,211554
AOAH-IT1,NR_046764.1,2287
AOC1,XM_017011945.2,9385
AOC2,NM_009590.4,6128
AOC3,NR_102422.2,6926
AOC4P,NR_002773.1,2073
AOPEP,XM_011519121.4,423526
AOX1,XR_007073113.1,96228
AOX3P-AOX2P,NR_135011.1,99193
AP1AR,NR_136622.2,41324
AP1AR-DT,NR_186684.1,2590
AP1B1,NM_001378565.1,60891
AP1B1P1,NR_040114.1,11493
AP1G1,NM_001128.6,79835
AP1G2,NR_148938.2,8225
AP1G2-AS1,NR_110555.1,6980
AP1M1,NM_001130524.2,47996
AP1M2,NM_005498.5,14642
AP1S1,NM_001283.5,6801
AP1S2,NM_003916.5,29008
AP1S3,NR_110906.2,82257
AP2A1,NM_014203.3,40114
AP2A2,NR_144510.2,86371
AP2A2_1,NR_144510.2_1,60984
AP2A2_2,NR_144510.2_2,67832
AP2B1,XM_011524450.3,139092
AP2M1,NM_001311198.2,9237
AP2S1,NM_021575.5,12680
AP3B1,NM_001271769.2,294177
AP3B2,NM_001278511.2,50595
AP3D1,XM_047439598.1,63629
AP3M1,NR_135191.2,30574
AP3M2,NM_001134296.2,18121
AP3S1,NM_001002924.3,72147
AP3S2,NR_037582.2,63396
AP4B1,XM_017000090.2,10835
AP4B1-AS1,NR_125965.1,88626
AP4E1,XM_005254264.5,98404
AP4M1,XM_047421025.1,8246
AP4S1,NM_001254729.2,71345
AP5B1,NM_138368.5,7079
AP5M1,NR_026895.2,29772
AP5S1,NM_001204446.2,8292
AP5Z1,NR_157345.1,18775
APAF1,NM_181861.2,90144
APBA1,XM_011518617.3,245482
APBA1_1,NM_001163.4_1,48613
APBA2,NM_001379685.1,232342
APBA2_1,NM_001379685.1_1,232923
APBA2_2,NM_001379685.1_2,196782
APBA3,NM_004886.4,10921
APBB1,NM_145689.3,24329
APBB1IP,NM_019043.4,129463
APBB2,XM_047450191.1,404516
APBB3,NM_133174.3,6331
APC,NR_176366.1,138742
APC2,XM_005259475.3,27015
APCDD1,NM_153000.5,35315
APCDD1L,NM_153360.3,56299
APCDD1L-DT,NR_034147.1,104514
APCS,NM_001639.4,1040
APEH,XM_047448065.1,10855
APELA,XM_017007623.2,21830
APEX1,NM_001641.4,2542
APEX1_1,NM_001641.4_1,2542
APEX2,NM_014481.4,8695
APH1A,NR_045034.2,3613
APH1B,NM_031301.4,31522
API5,NR_024625.2,32534
APIP,NM_015957.4,34085
APLF,NM_173545.3,112578
APLN,NM_017413.5,9698
APLNR,NR_027991.2,3660
APLP1,NM_001024807.3,11219
APLP2,NR_168391.1,74912
APMAP,XM_005260763.4,29827
APOA1,NM_001425091.1,1872
APOA1-AS,NR_126362.1,19613
APOA2,NM_001643.2,1337
APOA4,NM_000482.4,2605
APOA5,NM_001166598.2,3054
APOB,NM_000384.3,42645
APOBEC1,NM_001304566.1,21200
APOBEC2,NM_006789.4,11690
APOBEC3A,NM_145699.4,5576
APOBEC3A_B,XM_054329619.1,10118
APOBEC3B,NM_004900.5,10433
APOBEC3B-AS1,NR_104187.1,6662
APOBEC3C,NM_014508.3,6096
APOBEC3D,XM_017028596.3,12151
APOBEC3F,XM_047441184.1,15109
APOBEC3G,NM_001349436.1,10739
APOBEC3H,XM_011529990.3,6824
APOBEC4,NM_203454.3,7042
APOBR,NM_018690.4,4322
APOB_1,NM_000384.3_1,42645
APOC1,NM_001321066.2,5022
APOC1P1,NR_028412.1,4584
APOC2,NM_000483.5,3515
APOC3,NM_000040.3,3166
APOC4,NM_001646.3,3260
APOC4-APOC2,NR_037932.1,7328
APOD,NM_001647.4,15236
APOE,NM_001302688.2,3598
APOF,NM_001638.4,2290
APOH,NM_000042.3,17383
APOL1,NM_145343.3,14393
APOL2,NM_145637.3,13746
APOL3,NM_145642.3,25849
APOL4,NM_145660.2,15706
APOL5,XM_006724321.5,21060
APOL5_1,XM_054329449.1,21060
APOL6,XM_011530392.4,19959
APOLD1,NM_001130415.2,65550
APOM,NR_045828.2,5807
APOM_1,NR_045828.2_1,5806
APOM_2,NR_045828.2_2,5807
APOM_3,NR_045828.2_3,5807
APOM_4,NR_045828.2_4,5807
APOM_5,NR_045828.2_5,5806
APOM_6,NR_045828.2_6,5806
APOO,XM_011545587.4,74586
APOOL,XM_017029272.2,89439
APOOP5,NR_028471.1,1060
APP,NM_001136131.3,290579
APP-DT,NR_186396.1,46518
APPAT,NR_130704.1,7863
APPAT_1,NR_130704.1_1,7850
APPBP2,NM_001282476.2,83085
APPL1,XM_011533583.4,45743
APPL2,XM_017019554.2,62875
APRG1,NR_171174.1,37290
APRG1_1,NR_126514.1_1,660
APRT,NM_000485.3,2590
APTR,NR_134251.1,38606
APTX,NR_160926.1,52505
AQP1,NM_198098.4,13664
AQP10,XM_011510104.3,4233
AQP11,NM_173039.3,20404
AQP12A,NM_198998.3,6618
AQP12B,XM_047445561.1,7392
AQP2,NM_000486.6,8142
AQP3,NM_001318144.2,6434
AQP4,NM_001364286.1,13766
AQP4-AS1,NR_026908.1,70639
AQP5,XM_005268838.3,3811
AQP5-AS1,NR_110591.1,11272
AQP6,NM_001652.4,4193
AQP7,NR_164779.1,19378
AQP7B,NM_001382497.1,17318
AQP7P1,NR_002817.2,19278
AQP7P3,NR_026558.1,34987
AQP8,XM_011545822.3,11986
AQP9,NM_001320636.1,47743
AQR,NM_014691.3,117961
AR,NM_000044.6,186599
ARAF,NM_001256196.2,10704
ARAP1,NM_001040118.3,67340
ARAP1-AS2,NR_146780.1,5134
ARAP2,XR_007096351.1,239381
ARAP3,XM_047417514.1,28829
ARB2A,NR_028080.1,493975
ARB2BP,NR_036433.2,5021
ARC,NM_015193.5,3431
ARCN1,NR_189132.1,30625
AREG,NM_001657.4,9870
AREL1,XM_005268244.4,51825
ARF1,NM_001024226.2,16505
ARF3,NM_001412932.1,21765
ARF4,NM_001660.4,25982
ARF4-AS1,NR_132369.1,3128
ARF5,NM_001662.4,3290
ARF6,NM_001663.4,3973
ARFGAP1,XR_001754329.2,16978
ARFGAP2,NM_001242832.2,12579
ARFGAP3,NM_001142293.2,60772
ARFGEF1,NM_001413186.1,170271
ARFGEF1-DT,NR_136224.1,148035
ARFGEF2,NM_006420.3,114983
ARFGEF3,NM_020340.5,182725
ARFIP1,NM_001287432.2,132404
ARFIP2,NR_163423.2,4813
ARFRP1,NR_051958.3,9330
ARG1,NR_160934.1,11104
ARG2,NM_001172.4,31789
ARGFX,NM_001012659.2,22674
ARGFXP2,NR_002222.1,1215
ARGLU1,NM_018011.4,26465
ARGLU1-DT,NR_051977.1,13849
ARHGAP1,XM_047426933.1,23540
ARHGAP10,NM_024605.4,340689
ARHGAP11A,NM_001286479.3,24798
ARHGAP11A-DT,NR_135833.1,28642
ARHGAP11A-DT_1,NR_135833.1_1,28650
ARHGAP11A-DT_2,NR_135833.1_2,28655
ARHGAP11A-DT_3,NR_135833.1_3,28650
ARHGAP11A-SCG5,NM_001368319.1,81623
ARHGAP11A-SCG5_1,NM_001368319.1_1,81638
ARHGAP11A-SCG5_2,NM_001368319.1_2,81681
ARHGAP11A-SCG5_3,NM_001368319.1_3,81638
ARHGAP11A_1,NM_001286479.3_1,24802
ARHGAP11A_2,NM_001286479.3_2,24803
ARHGAP11A_3,NM_001286479.3_3,24802
ARHGAP11B,NR_148423.2,23102
ARHGAP11B-DT,NR_157595.1,34584
ARHGAP11B-DT_1,NR_157595.1_1,34590
ARHGAP11B-DT_2,NR_157593.1_2,32120
ARHGAP11B-DT_3,NR_157595.1_3,34590
ARHGAP11B_1,NR_148423.2_1,23689
ARHGAP11B_2,NR_148423.2_2,23692
ARHGAP11B_3,NR_148423.2_3,23689
ARHGAP12,XM_017016954.3,123479
ARHGAP15,NM_018460.4,638934
ARHGAP15-AS1,XR_007087251.1,135343
ARHGAP17,XR_950809.3,95981
ARHGAP17_1,XR_008485785.1,95981
ARHGAP18,NM_033515.3,134046
ARHGAP19,NM_001204300.2,70459
ARHGAP19-SLIT1,NR_037909.1,139632
ARHGAP20,NM_001258418.2,136147
ARHGAP21,XM_047425561.1,140274
ARHGAP22,XM_024448100.2,226435
ARHGAP22-IT1,NR_146782.1,1738
ARHGAP23,XM_006721991.2,93111
ARHGAP23_1,XM_054329303.1,93098
ARHGAP24,NM_001025616.3,527517
ARHGAP25,XM_011533207.4,116290
ARHGAP26,NR_146198.2,458635
ARHGAP26-AS1,NR_046680.1,9307
ARHGAP26-IT1,NR_046816.1,1667
ARHGAP27,NR_169600.1,38963
ARHGAP27P1,NR_027487.2,3366
ARHGAP27P1-BPTFP1-KPNA2P3,NR_026899.1,32338
ARHGAP27P2,NR_027283.1,1643
ARHGAP27_1,NR_169600.1_1,38940
ARHGAP27_2,NR_169600.1_2,38965
ARHGAP28,NM_001366230.1,186001
ARHGAP28-AS1,NR_134645.1,936
ARHGAP29,XM_047434759.1,145688
ARHGAP29-AS1,XR_001738153.3,86939
ARHGAP30,NM_001287602.2,22946
ARHGAP31,NM_020754.4,126332
ARHGAP31-AS1,NR_046748.1,8468
ARHGAP32,XM_047427929.1,314573
ARHGAP33,XM_006722999.3,13259
ARHGAP35,NM_004491.5,144081
ARHGAP36,NM_144967.4,31540
ARHGAP39,XM_011517308.2,171184
ARHGAP4,NM_001666.5,18887
ARHGAP40,NM_001164431.3,48845
ARHGAP42,NM_001367945.1,306654
ARHGAP42-AS1,NR_133571.1,3795
ARHGAP44,NR_135569.2,202146
ARHGAP44-AS1,NR_104607.1,30151
ARHGAP45,XM_047438547.1,20670
ARHGAP5,NM_001030055.2,82425
ARHGAP5-AS1,NR_027263.1,1281
ARHGAP6,NR_109776.2,528377
ARHGAP8,NM_001017526.2,110210
ARHGAP9,XM_047429331.1,16556
ARHGDIA,NR_125441.2,3617
ARHGDIB,NM_001175.7,19571
ARHGDIG,NM_001176.4,2420
ARHGEF1,NR_173092.1,46958
ARHGEF10,XM_047422457.1,135342
ARHGEF10L,XM_024448061.2,184441
ARHGEF10_1,XM_054328834.1,135342
ARHGEF11,XM_047435301.1,112064
ARHGEF12,NM_015313.3,153525
ARHGEF15,XM_011523734.3,12271
ARHGEF16,XM_017001051.2,26449
ARHGEF17,NM_014786.4,61113
ARHGEF17-AS1,NR_147696.1,1851
ARHGEF18,XM_011527836.3,124395
ARHGEF18-AS1,NR_186326.1,6920
ARHGEF19,NM_153213.5,14799
ARHGEF19_1,NM_153213.5_1,14799
ARHGEF2,NM_001350112.2,32764
ARHGEF2-AS1,XR_001738248.2,10414
ARHGEF2-AS2,NR_183460.1,4350
ARHGEF25,NM_001111270.3,7130
ARHGEF26,NM_001251962.2,136823
ARHGEF26-AS1,NR_037901.1,96810
ARHGEF26_1,NM_001251962.2_1,140000
ARHGEF28,NM_001080479.3,315795
ARHGEF3,NM_001377411.1,351849
ARHGEF3-AS1,NR_046572.1,20815
ARHGEF33,NM_001367623.3,85580
ARHGEF34P,NR_033942.1,27008
ARHGEF34P_1,NR_033942.1_1,27008
ARHGEF35,NM_001368318.1,9797
ARHGEF35-AS1,NR_126022.1,104269
ARHGEF35-AS1_1,NR_126022.1_1,104312
ARHGEF35_1,NM_001368318.1_1,9793
ARHGEF37,XM_011537642.4,83344
ARHGEF38,XR_938749.4,129947
ARHGEF38-IT1,NR_046840.1,8648
ARHGEF39,NM_032818.3,5853
ARHGEF4,NM_001367493.1,210340
ARHGEF4-AS1,NR_186036.1,6022
ARHGEF40,XM_017021434.3,28985
ARHGEF5,NM_005435.4,25231
ARHGEF5_1,NM_005435.4_1,25214
ARHGEF6,XM_005262499.4,115383
ARHGEF7,XM_047430722.1,191116
ARHGEF7-AS1,NR_046516.1,4261
ARHGEF7-AS2,NR_046667.1,1867
ARHGEF9,NM_001173479.2,150248
ARHGEF9-IT1,NR_138419.1,1307
ARID1A,NM_006015.6,86090
ARID1B,NM_001371656.1,434754
ARID2,NM_152641.4,178332
ARID3A,XM_017026445.2,50208
ARID3B,NM_001307939.2,56912
ARID3C,XM_047422781.1,11646
ARID4A,XM_005267964.3,75322
ARID4B,NR_135074.2,161278
ARID5A,XM_047443000.1,15887
ARID5B,NM_032199.3,195246
ARIH1,NM_005744.5,128658
ARIH2,NR_146084.2,67541
ARIH2OS,NR_161301.1,1598
ARK2C,NM_152470.3,129123
ARK2N,XM_011525822.3,93440
ARL1,NM_001301068.1,14701
ARL10,XM_011534529.4,49577
ARL11,NM_138450.6,5366
ARL13A,NR_103709.2,21124
ARL13B,NR_033427.2,75524
ARL14,NM_025047.3,1289
ARL14EP,XM_005252792.5,15120
ARL14EP-DT,NR_187437.1,279977
ARL14EPL,NM_001393974.1,27018
ARL15,NM_019087.3,426632
ARL16,NR_138058.2,2611
ARL17A,XR_934479.3,79433
ARL17A_1,XR_008485686.1,122816
ARL17B,NM_001103154.2,87604
ARL2,NM_001667.4,8025
ARL2-SNX15,NR_037650.2,26413
ARL2BP,NM_012106.4,8377
ARL3,NM_004311.4,40667
ARL4A,NM_001037164.3,4056
ARL4AP5,XM_047419643.1,1108
ARL4C,NM_001282431.2,4041
ARL4D,NM_001661.4,2145
ARL5A,NM_177985.3,29625
ARL5B,NM_178815.5,22209
ARL5C,XM_047435964.1,9430
ARL6,XR_924186.4,36722
ARL6IP1,NM_015161.3,9881
ARL6IP4,NM_001400282.1,2677
ARL6IP5,NM_006407.4,21156
ARL6IP6,NR_146422.2,44738
ARL8A,NM_001256129.2,11334
ARL8B,NM_018184.3,58620
ARL9,NM_206919.3,19245
ARLNC1,NR_131948.1,63862
ARMC1,NM_001286702.2,31720
ARMC10,XM_011516601.4,24620
ARMC10_1,NM_001161013.3_1,13130
ARMC12,XM_047418347.1,17556
ARMC2,XM_047419396.1,204619
ARMC2-AS1,NR_104137.1,15964
ARMC3,NM_173081.5,110471
ARMC5,NM_001288767.2,8862
ARMC6,XM_047439714.1,24574
ARMC7,NM_024585.4,20304
ARMC8,XM_006713565.3,111142
ARMC9,NM_001271466.4,178218
ARMCX1,NM_016608.2,4154
ARMCX2,XM_017029988.3,4570
ARMCX3,NM_177948.3,4693
ARMCX4,NR_028407.3,117711
ARMCX5,NM_001168479.2,4954
ARMCX5-GPRASP2,NR_146584.3,308550
ARMCX6,NR_033669.2,2876
ARMH1,XR_007059336.1,50878
ARMH2,NM_001282492.2,1583
ARMH3,XM_047425735.1,210575
ARMH4,NM_001001872.4,151453
ARMS2,NM_001099667.3,2700
ARMT1,NM_024573.3,17636
ARNT,XM_047420740.1,66887
ARNT2,NM_014862.4,193552
ARNT2-DT,NR_184068.1,59344
ARPC1A,NM_006409.4,40365
ARPC1B,XM_024446628.2,20558
ARPC2,NM_152862.3,37160
ARPC3,NM_001287222.2,15515
ARPC4,NM_001024959.3,14584
ARPC4-TTLL3,NM_001198793.1,43809
ARPC5,NM_005717.4,14938
ARPC5L,NM_030978.3,15604
ARPIN,NM_182616.4,17947
ARPIN-AP3S2,NM_001199058.2,82354
ARPP19,NM_001306191.2,22402
ARPP21,NM_001385489.1,155634
ARPP21-AS1,NR_046679.1,1765
ARR3,NM_004312.3,13507
ARRB1,NM_020251.4,91540
ARRB2,NR_047516.2,10866
ARRDC1,XM_005266119.2,9675
ARRDC1-AS1,NR_122035.1,3564
ARRDC2,NM_001025604.3,12979
ARRDC3,NR_138072.2,14687
ARRDC3-AS1,NR_027435.1,40369
ARRDC4,NM_183376.3,13131
ARRDC5,XM_011528181.3,26384
ARSA,NM_001362782.2,5399
ARSB,XM_011543390.2,208750
ARSD,XM_005274514.3,25368
ARSD-AS1,NR_144459.1,1219
ARSF,NM_001201538.2,72494
ARSG,XM_047435644.1,192850
ARSH,NM_001011719.2,27566
ARSI,NM_001012301.4,6563
ARSJ,XM_047416157.1,79364
ARSK,NM_198150.3,50002
ARSL,XM_047442110.1,33725
ART1,XM_017017763.3,19289
ART3,XM_047415697.1,101597
ART4,NM_021071.4,17958
ART5,NR_123732.2,3868
ARTN,XM_047433657.1,3440
ARV1,XR_002957381.2,21640
ARVCF,XM_011530179.4,51690
ARX,NM_139058.3,12272
AS-PTPRE,NR_136150.1,4694
AS3MT,NM_020682.4,32430
ASAH1,NM_004315.6,28970
ASAH1-AS1,NR_125429.1,12784
ASAH2,NM_001143974.3,66656
ASAH2B,NR_135904.2,19320
ASAP1,XM_047421810.1,391571
ASAP1-IT1,NR_002765.2,1179
ASAP1-IT2,NR_045385.1,2031
ASAP2,XM_011510403.4,198867
ASAP3,XM_017001687.1,56069
ASAP3_1,XM_054331922.1,56069
ASB1,NM_001040445.3,25324
ASB10,NM_080871.4,12095
ASB11,NM_001201583.2,33944
ASB12,NM_130388.4,6414
ASB13,NR_024581.2,27729
ASB14,NM_001142733.3,24344
ASB15,XM_011515819.3,72474
ASB15-AS1,NR_111922.1,10797
ASB16,NM_080863.5,8381
ASB16-AS1,NR_049730.1,10745
ASB17,NR_026546.3,13532
ASB18,NM_212556.4,70948
ASB2,XM_047431473.1,42405
ASB2_1,XM_054328983.1,42405
ASB3,NM_145863.3,116974
ASB4,XM_047420471.1,69578
ASB5,XM_005262759.2,63852
