gene_id,transcript_id,length,start,end,chromosome
ADCK5,XM_017013174.2,20155,144373088,144393242,NC_000008.11
ADCK5_1,XM_054332186.1,19481,104365,123845,NW_018654716.1
ADCY1,NM_021116.4,148749,45574368,45723116,NC_000007.14
ADCY10,NM_001167749.3,104749,167809386,167914134,NC_000001.11
ADCY10P1,NR_026938.2,39802,41101034,41140835,NC_000006.12
ADCY2,NM_020546.3,433944,7396138,7830081,NC_000005.10
ADCY3,XR_007068865.1,101069,24819169,24920237,NC_000002.12
ADCY4,NM_139247.4,16713,24318359,24335071,NC_000014.9
ADCY4_1,NM_139247.4_1,16713,619337,636049,NW_018654722.1
ADCY5,NM_183357.3,166795,123282296,123449090,NC_000003.12
ADCY6,NM_001412819.1,23781,48766194,48789974,NC_000012.12
ADCY6-DT,NR_110019.1,1389,48789147,48790535,NC_000012.12
ADCY7,XM_047433551.1,73437,50244699,50318135,NC_000016.10
ADCY8,XM_017013006.2,260609,130780301,131040909,NC_000008.11
ADCY9,XM_011522353.3,163056,3953387,4116442,NC_000016.10
ADCYAP1,XM_005258081.5,7762,904411,912172,NC_000018.10
ADCYAP1R1,XM_006715645.4,59167,31052308,31111474,NC_000007.14
ADD1,NM_001354757.2,86219,2843844,2930062,NC_000004.12
ADD2,NM_001617.4,111417,70656784,70768200,NC_000002.12
ADD3,NM_001320591.2,139193,109996373,110135565,NC_000010.11
ADD3-AS1,NR_038943.1,62823,109945559,110008381,NC_000010.11
ADGB,NM_024694.4,216491,146598972,146815462,NC_000006.12
ADGB-DT,NR_125860.1,4416,146594516,146598931,NC_000006.12
ADGRA1,NM_001083909.3,43752,133087924,133131675,NC_000010.11
ADGRA1-AS1,NR_111905.1,1454,133085244,133086697,NC_000010.11
ADGRA2,XM_011544481.3,48014,37796883,37844896,NC_000008.11
ADGRA3,NM_145290.4,128691,22387376,22516066,NC_000004.12
ADGRB1,XM_017013695.2,95359,142449649,142545007,NC_000008.11
ADGRB2,XM_011541858.3,37224,31727117,31764340,NC_000001.11
ADGRB3,NM_001704.3,754225,68635282,69389506,NC_000006.12
ADGRB3-DT,NR_125872.1,1662,68632663,68634324,NC_000006.12
ADGRD1,NM_001330497.2,187563,130953907,131141469,NC_000012.12
ADGRD1-AS1,NR_131951.1,3351,130990626,130993976,NC_000012.12
ADGRD2,NM_001395425.1,28130,124450451,124478580,NC_000009.12
ADGRE1,XM_011527794.2,52872,6887579,6940450,NC_000019.10
ADGRE2,XM_047438720.1,52757,14724171,14776927,NC_000019.10
ADGRE3,XR_001753772.2,74728,14600117,14674844,NC_000019.10
ADGRE4P,NR_024075.2,47094,6950758,6997851,NC_000019.10
ADGRE5,NM_078481.4,27280,14381444,14408723,NC_000019.10
ADGRF1,NM_153840.4,44625,46997708,47042332,NC_000006.12
ADGRF2P,NR_184444.1,41323,47656472,47697794,NC_000006.12
ADGRF3,NR_135916.2,38615,26308175,26346789,NC_000002.12
ADGRF4,NM_153838.5,23435,47698580,47722014,NC_000006.12
ADGRF5,XM_047418326.1,102418,46852522,46954939,NC_000006.12
ADGRF5-AS1,NR_110658.1,6559,46903471,46910029,NC_000006.12
ADGRG1,NM_001370440.1,45830,57619738,57665567,NC_000016.10
ADGRG2,XM_006724455.3,133650,18989307,19122956,NC_000023.11
ADGRG3,XM_047433780.1,23750,57665629,57689378,NC_000016.10
ADGRG4,NM_153834.4,115928,136300963,136416890,NC_000023.11
ADGRG5,XM_047433776.1,48117,57529073,57577189,NC_000016.10
ADGRG6,XM_005267061.4,144255,142302007,142446261,NC_000006.12
ADGRG7,NM_032787.3,85879,100609601,100695479,NC_000003.12
ADGRL1,XM_047438418.1,58427,14147743,14206169,NC_000019.10
ADGRL1-AS1,NR_045214.1,34113,14137152,14171264,NC_000019.10
ADGRL1-AS1_1,NR_045214.1_1,34113,349311,383423,NW_021160022.1
ADGRL1_1,XM_054332684.1,58427,359902,418328,NW_021160022.1
ADGRL2,XM_047416152.1,687801,81306132,81993932,NC_000001.11
ADGRL3,NM_001387552.1,878010,61200326,62078335,NC_000004.12
ADGRL3-AS1,NR_110595.1,90011,62071755,62161765,NC_000004.12
ADGRL4,NM_022159.4,116967,78889764,79006730,NC_000001.11
ADGRV1,NR_003149.2,605641,90558797,91164437,NC_000005.10
ADH1A,NM_000667.4,14617,99276369,99290985,NC_000004.12
ADH1B,NM_000668.6,16431,99304971,99321401,NC_000004.12
ADH1C,NR_133005.2,16250,99336497,99352746,NC_000004.12
ADH4,NM_000670.5,20640,99123658,99144297,NC_000004.12
ADH5,NM_000671.4,17811,99070978,99088788,NC_000004.12
ADH6,NR_132990.2,16608,99202639,99219246,NC_000004.12
ADH7,NM_000673.7,23080,99412263,99435342,NC_000004.12
ADHFE1,NM_144650.3,36404,66432504,66468907,NC_000008.11
ADI1,NM_018269.4,22166,3497366,3519531,NC_000002.12
ADI1_1,NM_001306077.2_1,12758,106836,119593,NT_187522.1
ADIG,NR_172017.1,7267,38581197,38588463,NC_000020.11
ADIPINT,NR_176918.1,18331,98911204,98929534,NC_000009.12
ADIPOQ,NM_001177800.2,15754,186842710,186858463,NC_000003.12
ADIPOQ-AS1,NR_046662.2,9483,186851886,186861368,NC_000003.12
ADIPOR1,NM_001290629.1,17748,202940825,202958572,NC_000001.11
ADIPOR2,XM_011521024.2,97605,1691070,1788674,NC_000012.12
ADIPOR2_1,XM_054332319.1,97605,33214,130818,NW_018654718.1
ADIRF,NM_006829.3,2434,86968482,86970915,NC_000010.11
ADIRF-AS1,NR_170178.1,5954,86965287,86971240,NC_000010.11
ADISSP,NR_047675.2,14881,3753508,3768388,NC_000020.11
ADK,NM_006721.4,558070,74151221,74709290,NC_000010.11
ADM,NM_001124.3,2325,10305073,10307397,NC_000011.10
ADM2,NM_001369882.1,4895,50481543,50486437,NC_000022.11
ADM5,NM_001101340.2,982,49689594,49690575,NC_000019.10
ADNP,XM_047440078.1,42520,50888918,50931437,NC_000020.11
ADNP-AS1,NR_110008.1,14151,50930984,50945134,NC_000020.11
ADNP2,NM_014913.4,31085,80109262,80140346,NC_000018.10
ADO,NM_032804.6,3760,62804720,62808479,NC_000010.11
ADORA1,NM_000674.3,39680,203127726,203167405,NC_000001.11
ADORA2A,NM_001278500.2,18761,24423597,24442357,NC_000022.11
ADORA2A-AS1,NR_028484.3,65869,24429206,24495074,NC_000022.11
ADORA2B,XM_047435373.1,125385,15850362,15975746,NC_000017.11
ADORA3,NM_001302679.2,4205,111499429,111503633,NC_000001.11
ADPGK,NM_001365224.1,32465,72751294,72783758,NC_000015.10
ADPGK-AS1,NR_040107.1,15365,72782835,72798199,NC_000015.10
ADPRH,NM_001391992.1,10454,119579492,119589945,NC_000003.12
ADPRHL1,NM_001394807.1,53878,113399611,113453488,NC_000013.11
ADPRM,NM_020233.5,13965,10697594,10711558,NC_000017.11
ADPRS,NM_017825.3,5041,36088892,36093932,NC_000001.11
ADRA1A,XM_017013094.2,119230,26748150,26867379,NC_000008.11
ADRA1B,XM_047416776.1,107927,159865086,159973012,NC_000005.10
ADRA1D,NM_000678.4,28658,4220630,4249287,NC_000020.11
ADRA2A,NM_000681.4,3879,111077029,111080907,NC_000010.11
ADRA2B,NM_000682.7,3696,96112876,96116571,NC_000002.12
ADRA2C,NM_000683.4,2142,3766385,3768526,NC_000004.12
ADRB1,NM_000684.3,3039,114043866,114046904,NC_000010.11
ADRB2,NM_000024.6,2013,148826611,148828623,NC_000005.10
ADRB3,NM_000025.3,3610,37962990,37966599,NC_000008.11
ADRM1,XM_011528503.2,5967,62302896,62308862,NC_000020.11
ADSL,NM_001363840.3,41028,40346500,40387527,NC_000022.11
ADSS1,XM_006720026.4,23097,104724229,104747325,NC_000014.9
ADSS2,XM_047447585.1,43567,244408494,244452060,NC_000001.11
ADTRP,NM_032744.4,65281,11713523,11778803,NC_000006.12
AEBP1,NM_001129.5,10216,44104345,44114560,NC_000007.14
AEBP2,XM_047428299.1,118156,19404072,19522227,NC_000012.12
AEN,XM_047432947.1,27599,88604683,88632281,NC_000015.10
AFAP1,NM_001371091.1,181149,7758713,7939861,NC_000004.12
AFAP1-AS1,NR_026892.1,24839,7754090,7778928,NC_000004.12
AFAP1L1,XM_047416723.1,71779,149271859,149343637,NC_000005.10
AFAP1L2,XM_047425858.1,124451,114280725,114405175,NC_000010.11
AFDN,XM_047418788.1,145460,167826564,167972023,NC_000006.12
AFDN-DT,NR_027906.1,2907,167823890,167826796,NC_000006.12
AFF1,XM_005263007.4,206029,86935011,87141039,NC_000004.12
AFF1-AS1,NR_038841.1,9957,86924894,86934850,NC_000004.12
AFF2,NM_002025.4,500047,148500617,149000663,NC_000023.11
AFF3,NM_002285.3,597172,99545419,100142590,NC_000002.12
AFF4,XM_006714587.5,88240,132875395,132963634,NC_000005.10
AFF4-DT,NR_186175.1,879,132963812,132964690,NC_000005.10
AFG1L,NR_136553.2,230948,108295054,108526001,NC_000006.12
AFG2A,XM_017007825.2,396356,122923078,123319433,NC_000004.12
AFG2B,NR_136645.2,19080,45402336,45421415,NC_000015.10
AFG3L1P,NR_003228.1,28208,89972580,90000787,NC_000016.10
AFG3L2,XM_011525601.4,48284,12328944,12377227,NC_000018.10
AFM,NM_001133.2,22257,73481745,73504001,NC_000004.12
AFMID,NM_001392003.1,20341,78187362,78207702,NC_000017.11
AFP,NM_001134.3,19954,73436221,73456174,NC_000004.12
AFTPH,NR_164746.1,68678,64524328,64593005,NC_000002.12
AFTPH-DT,NR_136167.1,1967,64522189,64524155,NC_000002.12
AGA,NR_033655.2,11664,177430774,177442437,NC_000004.12
AGA-DT,NR_183777.1,252901,177445010,177697910,NC_000004.12
AGAP1,NM_001037131.3,637751,235494043,236131793,NC_000002.12
AGAP1-IT1,NR_131900.1,1816,235505751,235507566,NC_000002.12
AGAP10P,NR_160521.1,20866,45678516,45699381,NC_000010.11
AGAP11,NR_171046.1,39891,86970336,87010226,NC_000010.11
AGAP12P,NR_029396.2,21509,48010132,48031640,NC_000010.11
AGAP12P_1,NR_029396.2_1,21509,228414,249922,NW_021160001.1
AGAP13P,NR_165819.1,20558,46816540,46837097,NC_000010.11
AGAP14P,NR_165820.1,20604,46337261,46357864,NC_000010.11
AGAP2,NM_014770.4,18401,57723761,57742161,NC_000012.12
AGAP2-AS1,NR_027032.1,2117,57726240,57728356,NC_000012.12
AGAP3,NM_001350104.2,58568,151085867,151144434,NC_000007.14
AGAP4,NR_171664.1,29097,45825594,45854690,NC_000010.11
AGAP5,NM_001144000.4,23815,73674295,73698109,NC_000010.11
AGAP6,NR_171667.1,22132,49988368,50010499,NC_000010.11
AGAP7P,NR_126580.1,22184,46109495,46131678,NC_000010.11
AGAP9,NM_001190810.1,21785,47501854,47523638,NC_000010.11
AGBL1,XM_011521227.4,951857,86079620,87031476,NC_000015.10
AGBL1-AS1,NR_046012.1,20136,86296833,86316968,NC_000015.10
AGBL2,NM_024783.4,55779,47659591,47715369,NC_000011.10
AGBL2_1,NM_024783.4_1,55779,91958,147736,NW_019805496.1
AGBL3,NR_144293.1,149271,134986508,135135778,NC_000007.14
AGBL4,XM_017002595.3,1501444,48522511,50023954,NC_000001.11
AGBL4-AS1,NR_125988.1,11884,49257411,49269294,NC_000001.11
AGBL4-IT1,NR_046839.1,97885,49374201,49472085,NC_000001.11
AGBL5,NR_138023.2,19196,27051423,27070618,NC_000002.12
AGBL5-AS1,NR_046730.1,582,27049683,27050264,NC_000002.12
AGER,NR_038190.2,3285,32180969,32184253,NC_000006.12
AGER_1,NR_038190.2_1,3285,3513571,3516855,NT_167244.2
AGER_2,NR_038190.2_2,3285,3619321,3622605,NT_113891.3
AGER_3,NR_038190.2_3,3285,3485950,3489234,NT_167246.2
AGER_4,NR_038190.2_4,3285,3522988,3526272,NT_167247.2
AGER_5,NR_038190.2_5,3285,3404170,3407454,NT_167248.2
AGER_6,NR_038190.2_6,3285,3497176,3500460,NT_167249.2
AGFG1,NM_001135187.2,89062,227472156,227561217,NC_000002.12
AGFG2,XM_005250306.3,29018,100539203,100568220,NC_000007.14
AGGF1,NM_018046.5,34831,77030404,77065234,NC_000005.10
AGK,XM_024446835.2,103835,141551410,141655244,NC_000007.14
AGK-DT,NR_183408.1,51205,141500140,141551344,NC_000007.14
AGK_1,NM_018238.4_1,21361,476,21836,NW_003315922.2
AGL,XM_005270557.3,74766,99849258,99924023,NC_000001.11
AGMAT,NM_024758.5,13353,15571699,15585051,NC_000001.11
AGMO,XR_001744759.1,444793,15117223,15562015,NC_000007.14
AGO1,NM_001317123.2,60772,35869761,35930532,NC_000001.11
AGO2,XM_011516968.3,122158,140520156,140642313,NC_000008.11
AGO3,XM_017000523.3,141783,35930718,36072500,NC_000001.11
AGO4,NR_146062.2,50255,35807636,35857890,NC_000001.11
AGPAT1,NM_032741.5,9897,32168212,32178108,NC_000006.12
AGPAT1_1,NM_032741.5_1,9897,3500814,3510710,NT_167244.2
AGPAT1_2,NM_032741.5_2,9897,3606564,3616460,NT_113891.3
AGPAT1_3,NM_032741.5_3,9897,3473193,3483089,NT_167246.2
AGPAT1_4,NM_032741.5_4,9897,3510233,3520129,NT_167247.2
AGPAT1_5,NM_032741.5_5,9897,3391413,3401309,NT_167248.2
AGPAT1_6,NM_032741.5_6,9897,3484419,3494315,NT_167249.2
AGPAT2,NM_001012727.2,14315,136673143,136687457,NC_000009.12
AGPAT3,XM_047440922.1,122370,43865223,43987592,NC_000021.9
AGPAT4,NM_020133.3,144095,161129967,161274061,NC_000006.12
AGPAT4-IT1,NR_024277.1,1869,161160114,161161982,NC_000006.12
AGPAT5,XM_047421939.1,52862,6708642,6761503,NC_000008.11
AGPAT5_1,XM_054332249.1,52862,103912,156773,NW_018654717.1
AGPS,NM_003659.4,151062,177392773,177543834,NC_000002.12
AGR2,XM_005249581.5,13189,16791811,16804999,NC_000007.14
AGR3,XM_011515152.3,27303,16854681,16881983,NC_000007.14
AGRN,NM_001305275.2,35997,1020120,1056116,NC_000001.11
AGRP,NM_001138.2,977,67482571,67483547,NC_000016.10
AGT,NM_001382817.3,43061,230702523,230745583,NC_000001.11
AGTPBP1,XM_047423094.1,258945,85546539,85805483,NC_000009.12
AGTR1,NM_001382737.1,45101,148697903,148743003,NC_000003.12
AGTR2,NM_000686.5,4231,116170744,116174974,NC_000023.11
AGTRAP,XM_011541802.3,14634,11736136,11750769,NC_000001.11
AGXT,NM_000030.3,11677,240868824,240880500,NC_000002.12
AGXT2,XM_047417534.1,49848,34998102,35047949,NC_000005.10
AHCTF1,NR_136586.2,92851,246839098,246931948,NC_000001.11
AHCTF1P1,NR_077058.1,8836,161499067,161507902,NC_000002.12
AHCY,XM_047439962.1,71375,34231981,34303355,NC_000020.11
AHCYL1,NM_001242673.2,38978,109984765,110023742,NC_000001.11
AHCYL2,NR_171671.1,205182,129225030,129430211,NC_000007.14
AHDC1,XM_047418019.1,69983,27534245,27604227,NC_000001.11
AHI1,XM_047418943.1,214209,135283532,135497740,NC_000006.12
AHI1-DT,NR_152842.1,218255,135497801,135716055,NC_000006.12
AHNAK,NM_024060.4,113263,62433544,62546806,NC_000011.10
AHNAK2,NM_138420.4,41122,104937253,104978374,NC_000014.9
AHR,NM_001621.5,47496,17298652,17346147,NC_000007.14
AHRR,NM_001377236.1,116572,321714,438285,NC_000005.10
AHSA1,NM_001321441.2,11606,77457867,77469472,NC_000014.9
AHSA2P,NR_152210.1,11508,61177418,61188925,NC_000002.12
AHSG,NM_001354571.2,8259,186613060,186621318,NC_000003.12
AHSP,NM_016633.4,904,31527900,31528803,NC_000016.10
AICDA,NM_001410970.1,10690,8602170,8612859,NC_000012.12
AIDA,NM_022831.4,44479,222668013,222712491,NC_000001.11
AIF1,NM_001623.5,1782,31615234,31617015,NC_000006.12
AIF1L,NR_033701.2,26614,131096531,131123144,NC_000009.12
AIF1_1,NM_001623.5_1,1782,3092523,3094304,NT_113891.3
AIF1_2,NM_001623.5_2,1782,2863001,2864782,NT_167245.2
AIF1_3,NM_001623.5_3,1782,2957120,2958901,NT_167247.2
AIF1_4,NM_001623.5_4,1782,2871056,2872837,NT_167248.2
AIF1_5,NM_001623.5_5,1782,2914520,2916301,NT_167249.2
AIFM1,NR_132647.2,36480,130129362,130165841,NC_000023.11
AIFM2,NM_032797.6,20555,70112271,70132825,NC_000010.11
AIFM3,NM_144704.3,16187,20965172,20981358,NC_000022.11
AIG1,NM_001366346.1,282995,143060889,143343883,NC_000006.12
AIM2,XR_007064924.1,92082,159055051,159147132,NC_000001.11
AIMP1,NM_001142415.2,33913,106315544,106349456,NC_000004.12
AIMP2,NM_001326609.2,14563,6009272,6023834,NC_000007.14
AIP,NM_003977.4,8078,67483026,67491103,NC_000011.10
AIPL1,NM_001033055.3,11384,6423738,6435121,NC_000017.11
AIRE,NM_000383.4,12773,44285876,44298648,NC_000021.9
AIRIM,NM_001350768.2,10673,37681570,37692242,NC_000001.11
AIRN,NR_047511.1,4374,160003291,160007664,NC_000006.12
AJAP1,XM_011541786.3,137926,4654609,4792534,NC_000001.11
AJM1,NM_001080482.5,6324,136842478,136848801,NC_000009.12
AJUBA,NM_032876.6,11375,22971177,22982551,NC_000014.9
AJUBA-DT,XR_007064074.1,14107,22984324,22998430,NC_000014.9
AK1,NM_001318121.1,13142,127866480,127879621,NC_000009.12
AK2,NM_013411.5,28944,33007940,33036883,NC_000001.11
AK3,NM_001199853.2,32488,4709556,4742043,NC_000009.12
AK4,NM_203464.3,84594,65147552,65232145,NC_000001.11
AK5,NM_174858.3,277948,77282019,77559966,NC_000001.11
AK6,NM_001015891.2,18841,69350984,69369824,NC_000005.10
AK6_1,NM_001015891.2_1,18843,17807,36649,NW_025791777.1
AK6_2,NM_001015891.2_2,18844,134177,153020,NW_003315917.2
AK7,XM_006720021.3,97300,96392128,96489427,NC_000014.9
AK8,NM_001371771.1,153469,132725578,132879046,NC_000009.12
AK9,XM_047418304.1,198348,109492855,109691202,NC_000006.12
AKAIN1,NM_001330553.2,54781,5142911,5197691,NC_000018.10
AKAP1,NM_003488.4,36099,57085246,57121344,NC_000017.11
AKAP1-DT,NR_186437.1,6745,57078294,57085038,NC_000017.11
AKAP10,NM_001330152.2,73527,19904302,19977828,NC_000017.11
AKAP11,XM_011534904.2,51785,42271477,42323261,NC_000013.11
AKAP12,NM_005100.4,118593,151239967,151358559,NC_000006.12
AKAP13,NM_007200.5,368753,85380603,85749355,NC_000015.10
AKAP14,NM_178813.6,24824,119895893,119920716,NC_000023.11
AKAP17A,NR_027383.2,10917,1591604,1602520,NC_000023.11
AKAP17A_1,NR_027383.2_1,10917,1591604,1602520,NC_000024.10
AKAP17BP,NR_171575.1,11133,119246541,119257673,NC_000023.11
AKAP3,NM_006422.4,33534,4615518,4649051,NC_000012.12
AKAP4,NM_003886.3,10231,50190777,50201007,NC_000023.11
AKAP5,NM_004857.3,9005,64465499,64474503,NC_000014.9
AKAP6,XM_047431969.1,508387,32329298,32837684,NC_000014.9
AKAP7,XM_017011509.2,157906,131125627,131283532,NC_000006.12
AKAP8,NM_005858.4,26403,15353385,15379787,NC_000019.10
AKAP8L,NR_111971.2,38939,15380050,15418988,NC_000019.10
AKAP9,NM_005751.5,169812,91940862,92110673,NC_000007.14
AKIP1,NR_045417.2,8891,8911189,8920079,NC_000011.10
AKIRIN1,NM_024595.3,14784,38991276,39006059,NC_000001.11
AKIRIN2,NM_018064.4,27374,87674860,87702233,NC_000006.12
AKNA,XM_006717294.2,64317,114334156,114398472,NC_000009.12
AKNAD1,NR_049760.2,42344,108815901,108858244,NC_000001.11
AKR1A1,NM_006066.4,19224,45550826,45570049,NC_000001.11
AKR1B1,NM_001346142.1,16890,134442350,134459239,NC_000007.14
AKR1B10,NM_020299.5,13846,134527567,134541412,NC_000007.14
AKR1B15,NM_001080538.3,30760,134549110,134579869,NC_000007.14
AKR1C1,NM_001353.6,19869,4963415,4983283,NC_000010.11
AKR1C2,NM_205845.3,30226,4987775,5018000,NC_000010.11
AKR1C3,NM_001253908.2,58906,5048781,5107686,NC_000010.11
AKR1C4,NM_001818.5,22113,5196837,5218949,NC_000010.11
AKR1C6P,NR_026743.1,44607,4871667,4916273,NC_000010.11
AKR1C8,XM_047425162.1,69338,5115813,5185150,NC_000010.11
AKR1D1,NM_005989.4,41847,138076459,138118305,NC_000007.14
AKR1E2,XR_001747220.2,48265,4824973,4873237,NC_000010.11
AKR7A2,NM_001320979.1,9439,19302708,19312146,NC_000001.11
AKR7A2P1,NR_002796.2,1324,112923350,112924673,NC_000001.11
AKR7A2P1_1,NR_002796.2_1,1324,13929,15252,NW_009646196.1
AKR7A3,XM_011541046.4,14542,19274229,19288770,NC_000001.11
AKR7L,NR_040289.2,8141,19265982,19274122,NC_000001.11
AKT1,NM_001014431.2,26400,104769349,104795748,NC_000014.9
AKT1S1,NM_001278160.2,9318,49869039,49878356,NC_000019.10
AKT2,NM_001243028.3,55029,40230317,40285345,NC_000019.10
AKT3,NM_181690.2,355050,243488233,243843282,NC_000001.11
AKT3-IT1,NR_046761.1,1196,243793205,243794400,NC_000001.11
AKT3-IT1_1,NR_046761.1_1,1196,805313,806508,NT_187519.1
AKT3_1,NM_001370074.1_1,355711,511832,867542,NT_187519.1
AKTIP,XM_017023566.2,13373,53491040,53504412,NC_000016.10
ALAD,XM_047422947.1,14973,113386312,113401284,NC_000009.12
ALAS1,NM_001304444.1,16245,52198083,52214327,NC_000003.12
ALAS2,NM_001037967.4,21923,55009055,55030977,NC_000023.11
ALB,NM_000477.7,17196,73404287,73421482,NC_000004.12
ALCAM,NM_001627.4,209992,105366909,105576900,NC_000003.12
ALDH16A1,XM_047438163.1,17826,49453225,49471050,NC_000019.10
ALDH18A1,NM_001323419.2,50771,95605941,95656711,NC_000010.11
ALDH1A1,NM_000689.5,52383,72900671,72953053,NC_000009.12
ALDH1A2,NM_170696.3,112283,57953429,58065711,NC_000015.10
ALDH1A2-AS1,NR_147215.1,7481,58065225,58072705,NC_000015.10
ALDH1A3,NM_000693.4,36796,100879831,100916626,NC_000015.10
ALDH1A3-AS1,NR_135827.1,26941,100892343,100919283,NC_000015.10
ALDH1B1,XM_011517802.3,5960,38392702,38398661,NC_000009.12
ALDH1L1,XM_024453325.2,94376,126103570,126197945,NC_000003.12
ALDH1L1-AS1,NR_190231.1,23856,126084215,126108070,NC_000003.12
ALDH1L1-AS2,NR_046383.1,30105,126180065,126210169,NC_000003.12
ALDH1L2,NR_027752.2,64669,105019790,105084458,NC_000012.12
ALDH2,NM_000690.4,50600,111766933,111817532,NC_000012.12
ALDH3A1,NM_001330150.2,10310,19737989,19748298,NC_000017.11
ALDH3A2,NM_001369148.2,29461,19648136,19677596,NC_000017.11
ALDH3B1,NM_001161473.3,20730,68008547,68029276,NC_000011.10
ALDH3B2,NM_001393401.1,19098,67662155,67681252,NC_000011.10
ALDH4A1,NM_001319218.2,31126,18871430,18902555,NC_000001.11
ALDH5A1,NM_170740.1,42239,24494969,24537207,NC_000006.12
ALDH6A1,NM_001278593.2,27607,74056847,74084453,NC_000014.9
ALDH7A1,NM_001202404.2,53379,126541841,126595219,NC_000005.10
ALDH8A1,NM_001193480.2,32709,134917393,134950101,NC_000006.12
ALDH9A1,NM_000696.4,36347,165662216,165698562,NC_000001.11
ALDOA,NM_184043.2,6142,30064279,30070420,NC_000016.10
ALDOB,NM_000035.4,15215,101420560,101435774,NC_000009.12
ALDOC,NM_005165.3,3776,28573120,28576895,NC_000017.11
ALG1,NM_019109.5,15537,5071843,5087379,NC_000016.10
ALG10,XM_024449230.2,5926,34022377,34028302,NC_000012.12
ALG10B,XM_005268665.5,13035,38316687,38329721,NC_000012.12
ALG11,NR_036571.3,21203,52012398,52033600,NC_000013.11
ALG12,XM_017028936.2,59128,49859311,49918438,NC_000022.11
ALG13,NR_148693.2,79480,111681170,111760649,NC_000023.11
ALG14,NR_131032.2,98547,94974405,95072951,NC_000001.11
ALG14-AS1,NR_132786.1,5950,95061596,95067545,NC_000001.11
ALG1L1P,NR_171197.1,61266,125929272,125990537,NC_000003.12
ALG1L2,NM_001136152.1,16560,130081831,130098390,NC_000003.12
ALG1L9P,NR_073386.1,19497,71794363,71813859,NC_000011.10
ALG2,NR_024532.2,5518,99216425,99221942,NC_000009.12
ALG3,NM_001006941.2,7197,184242329,184249525,NC_000003.12
ALG5,NM_013338.5,49603,36949738,36999340,NC_000013.11
ALG6,NM_013339.4,70927,63367627,63438553,NC_000001.11
ALG8,NR_189148.1,38681,78100946,78139626,NC_000011.10
ALG9,XR_001747968.3,103557,111768025,111871581,NC_000011.10
ALK,NM_004304.5,728813,29192774,29921586,NC_000002.12
ALKAL1,NM_207413.4,31394,52534037,52565430,NC_000008.11
ALKAL2,XM_047443982.1,8534,279558,288091,NC_000002.12
ALKBH1,NM_006020.3,35620,77672404,77708023,NC_000014.9
ALKBH2,XM_047428309.1,5284,109088189,109093472,NC_000012.12
ALKBH3,NM_139178.4,39444,43880831,43920274,NC_000011.10
ALKBH3-AS1,NR_038907.1,11656,43909289,43920944,NC_000011.10
ALKBH4,XM_005250464.4,8626,102456238,102464863,NC_000007.14
ALKBH5,NM_017758.4,26127,18183828,18209954,NC_000017.11
ALKBH6,NM_198867.1,5119,36009121,36014239,NC_000019.10
ALKBH7,NM_032306.4,2457,6372794,6375250,NC_000019.10
ALKBH8,NR_165422.1,63009,107502727,107565735,NC_000011.10
ALLC,XM_017004495.2,56853,3645819,3702671,NC_000002.12
ALMS1,NM_015120.4,224162,73385758,73609919,NC_000002.12
ALMS1-IT1,NR_046762.1,2380,73457103,73459482,NC_000002.12
ALMS1-IT1_1,NR_046762.1_1,2380,126601,128980,NW_025791766.1
